sid,name,slug,sector,ticker,marketCap,price,change,turnover
POLI,PB Fintech Ltd,/stocks/pb-fintech-POLI,Online Services,POLICYBZR,Midcap,1591.199951,-5.400000095,36938928128
MCEI,Multi Commodity Exchange of India Ltd,/stocks/multi-commodity-exchange-of-india-MCEI,Stock Exchanges & Ratings,MCX,Midcap,2814,-3.74000001,11170311168
LOD,Lodha Developers Ltd,/stocks/macrotech-developers-LOD,Real Estate,LODHA,Midcap,1057,5.050000191,8205596160
PERS,Persistent Systems Ltd,/stocks/persistent-systems-PERS,Software Services,PERSISTENT,Midcap,4682.700195,2.230000019,7310350336
AEGS,Aegis Logistics Ltd,/stocks/aegis-logistics-AEGS,Oil & Gas - Storage & Transportation,AEGISLOG,Midcap,1325.400024,0.25999999,6033021440
COFO,Coforge Ltd,/stocks/coforge-COFO,IT Services & Consulting,COFORGE,Midcap,1464,1.529999971,5967328256
LAUL,Laurus Labs Ltd,/stocks/laurus-labs-LAUL,Pharmaceuticals,LAURUSLABS,Midcap,1542.300049,0.939999998,5134387712
DIXO,Dixon Technologies (India) Ltd,/stocks/dixon-technologies-india-DIXO,Home Electronics & Appliances,DIXON,Midcap,12456,0.670000017,4323451904
DELH,Delhivery Ltd,/stocks/delhivery-DELH,Logistics,DELHIVERY,Midcap,507.4500122,-0.360000014,4263751680
NALU,National Aluminium Co Ltd,/stocks/national-aluminium-co-NALU,Metals - Aluminium,NATIONALUM,Midcap,347.6000061,4.619999886,4229267456
APAR,Apar Industries Ltd,/stocks/apar-industries-APAR,Electrical Components & Equipments,APARINDS,Midcap,14174,-6.139999866,4171068416
SUZL,Suzlon Energy Ltd,/stocks/suzlon-energy-SUZL,Renewable Energy Equipment & Services,SUZLON,Midcap,56.86999893,-1.389999986,4038009088
LEN,Lenskart Solutions Ltd,/stocks/lenskart-solutions-LEN,Retail - Speciality,LENSKART,Midcap,533,0.49000001,3756373504
INBK,Indusind Bank Ltd,/stocks/indusind-bank-INBK,Private Banks,INDUSINDBK,Midcap,974.3499756,3.269999981,3678616576
ARBN,Aurobindo Pharma Ltd,/stocks/aurobindo-pharma-ARBN,Pharmaceuticals,AUROPHARMA,Midcap,1620.5,3.809999943,3543837184
BARA,Bharat Dynamics Ltd,/stocks/bharat-dynamics-BARA,Aerospace & Defense Equipments,BDL,Midcap,1388.199951,0.239999995,3514405888
BAJAH,Bajaj Housing Finance Ltd,/stocks/bajaj-housing-finance-BAJAH,Consumer Finance,BAJAJHFL,Midcap,91.34999847,3.049999952,3474962432
VDAN,Vedanta Ltd,/stocks/vedanta-VDAN,Metals - Diversified,VEDL,Midcap,280.3999939,1.559999943,3456345600
ASOK,Ashok Leyland Ltd,/stocks/ashok-leyland-ASOK,Trucks & Buses,ASHOKLEY,Midcap,164.3500061,-0.230000004,3453272064
ORCL,Oracle Financial Services Software Ltd,/stocks/oracle-financial-services-software-ORCL,Software Services,OFSS,Midcap,11248,2.380000114,3437156096
MMFS,Mahindra and Mahindra Financial Services Ltd,/stocks/mahindra-and-mahindra-financial-services-MMFS,Consumer Finance,M&MFIN,Midcap,334.0499878,5.050000191,3387981568
PAY,One 97 Communications Ltd,/stocks/one-97-communications-PAY,Online Services,PAYTM,Midcap,1221.400024,0.660000026,3330070016
ALKE,Alkem Laboratories Ltd,/stocks/alkem-laboratories-ALKE,Pharmaceuticals,ALKEM,Midcap,5562.5,1.129999995,3168750848
MBFL,Mphasis Ltd,/stocks/mphasis-MBFL,IT Services & Consulting,MPHASIS,Midcap,2296.600098,2.279999971,3126412288
ATHER,Ather Energy Ltd,/stocks/ather-energy-ATHER,Two Wheelers,ATHERENERG,Midcap,1130,-1.139999986,2963544320
SAIL,Steel Authority of India Ltd,/stocks/steel-authority-of-india-SAIL,Iron & Steel,SAIL,Midcap,169.8800049,1.049999952,2916450560
IHTL,Indian Hotels Company Ltd,/stocks/indian-hotels-company-IHTL,"Hotels, Resorts & Cruise Lines",INDHOTEL,Midcap,728.5999756,1.100000024,2916267264
LTFH,L&T Finance Ltd,/stocks/landt-finance-holdings-LTFH,Consumer Finance,LTF,Midcap,327,3.730000019,2860856576
APLA,APL Apollo Tubes Ltd,/stocks/apl-apollo-tubes-APLA,Building Products - Pipes,APLAPOLLO,Midcap,1788,-0.02,2836159744
BION,Biocon Ltd,/stocks/biocon-BION,Biotechnology,BIOCON,Midcap,426.7999878,1.960000038,2724105728
ABUJ,Ambuja Cements Ltd,/stocks/ambuja-cements-ABUJ,Cement,AMBUJACEM,Midcap,443.3999939,3.369999886,2702936320
ADTB,Aditya Birla Capital Ltd,/stocks/aditya-birla-capital-ADTB,Diversified Financials,ABCAPITAL,Midcap,401.25,2.109999895,2630700288
BHRI,Indus Towers Ltd,/stocks/bharti-infratel-BHRI,Telecom Infrastructure,INDUSTOWER,Midcap,383.2999878,-0.119999997,2620848128
RECM,REC Ltd,/stocks/rec-RECM,Specialized Finance,RECLTD,Midcap,365.1499939,-1.200000048,2606672896
SWIG,Swiggy Ltd,/stocks/swiggy-SWIG,Online Services,SWIGGY,Midcap,248.2700043,-0.289999992,2521288448
HROM,Hero MotoCorp Ltd,/stocks/hero-motocorp-HROM,Two Wheelers,HEROMOTOCO,Midcap,4852.600098,-0.300000012,2466537472
LUPN,Lupin Ltd,/stocks/lupin-LUPN,Pharmaceuticals,LUPIN,Midcap,2476,3.180000067,2311609088
MEES,Meesho Ltd,/stocks/meesho-MEES,Retail - Online,MEESHO,Midcap,186.6799927,-2.24000001,2277261312
MAZ,Mazagon Dock Shipbuilders Ltd,/stocks/mazagon-dock-shipbuilders-MAZ,Shipbuilding,MAZDOCK,Midcap,2543.600098,-0.449999988,2274891776
WAARE,Waaree Energies Ltd,/stocks/waaree-energies-WAARE,Renewable Energy Equipment & Services,WAAREEENER,Midcap,2859.199951,-0.709999979,2202345728
MRF,MRF Ltd,/stocks/mrf-MRF,Tires & Rubber,MRF,Midcap,134655,1.960000038,2150465024
COCH,Cochin Shipyard Ltd,/stocks/cochin-shipyard-COCH,Shipbuilding,COCHINSHIP,Midcap,1524.099976,0.319999993,2134177152
HCPR,Hindustan Copper Ltd,/stocks/hindustan-copper-HCPR,Mining - Copper,HINDCOPPER,Midcap,499.2000122,0.860000014,2121944960
CADI,Zydus Lifesciences Ltd,/stocks/cadila-healthcare-CADI,Pharmaceuticals,ZYDUSLIFE,Midcap,1140.599976,3.710000038,2101788032
YESB,Yes Bank Ltd,/stocks/yes-bank-YESB,Private Banks,YESBANK,Midcap,24.38999939,0.579999983,2096120064
INED,Info Edge (India) Ltd,/stocks/info-edge-india-INED,Online Services,NAUKRI,Midcap,1034.650024,0.829999983,2093238144
NAFL,Navin Fluorine International Ltd,/stocks/navin-fluorine-international-NAFL,Specialty Chemicals,NAVINFLUOR,Midcap,7552.5,-1.230000019,2066323840
OILI,Oil India Ltd,/stocks/oil-india-OILI,Oil & Gas - Exploration & Production,OIL,Midcap,422.1000061,0.449999988,2008098688
IDFB,IDFC First Bank Ltd,/stocks/idfc-first-bank-IDFB,Private Banks,IDFCFIRSTB,Midcap,80.45999908,1.179999948,1999051648
GODR,Godrej Properties Ltd,/stocks/godrej-properties-GODR,Real Estate,GODREJPROP,Midcap,1996.400024,1.409999967,1997457024
RATB,RBL Bank Ltd,/stocks/rbl-bank-RATB,Private Banks,RBLBANK,Midcap,361.1000061,1.580000043,1981322368
UPLL,UPL Ltd,/stocks/upl-UPLL,Fertilizers & Agro Chemicals,UPL,Midcap,607.4000244,3.170000076,1939281920
KALYA,Kalyan Jewellers India Ltd,/stocks/kalyan-jewellers-india-KALYA,"Precious Metals, Jewellery & Watches",KALYANKJIL,Midcap,382.0499878,-1.559999943,1925130240
AUFI,AU Small Finance Bank Ltd,/stocks/au-small-finance-bank-AUFI,Consumer Finance,AUBANK,Midcap,1058.400024,0.129999995,1853657472
TBEI,Tube Investments of India Ltd,/stocks/tube-investments-of-india-TBEI,Cycles,TIINDIA,Midcap,2975.800049,-3.710000038,1788092800
FED,Federal Bank Ltd,/stocks/federal-bank-FED,Private Banks,FEDERALBNK,Midcap,327.3999939,-1.090000033,1787557632
JSWE,JSW Energy Ltd,/stocks/jsw-energy-JSWE,Power Generation,JSWENERGY,Midcap,550.2000122,-2.680000067,1775843072
PREG,Prestige Estates Projects Ltd,/stocks/prestige-estates-projects-PREG,Real Estate,PRESTIGE,Midcap,1668,-0.360000014,1752904832
OEBO,Oberoi Realty Ltd,/stocks/oberoi-realty-OEBO,Real Estate,OBEROIRLTY,Midcap,1934.400024,3.74000001,1725968640
TACN,Tata Consumer Products Ltd,/stocks/tata-consumer-products-TACN,Tea & Coffee,TATACONSUM,Midcap,1116.699951,0.860000014,1715162752
MAXE,Max Healthcare Institute Ltd,/stocks/max-healthcare-institute-MAXE,Hospitals & Diagnostic Centres,MAXHEALTH,Midcap,1153.400024,2.309999943,1672374528
PHOE,Phoenix Mills Ltd,/stocks/phoenix-mills-PHOE,Real Estate,PHOENIXLTD,Midcap,2047.599976,1.74000001,1635960320
HUDC,Housing and Urban Development Corporation Ltd,/stocks/housing-and-urban-development-corporation-HUDC,Specialized Finance,HUDCO,Midcap,215.5599976,4.21999979,1600252544
NYK,FSN E-Commerce Ventures Ltd,/stocks/fsn-e-commerce-ventures-NYK,Wellness Services,NYKAA,Midcap,310.2999878,-1.179999948,1593167616
WGSR,Welspun Corp Ltd,/stocks/welspun-corp-WGSR,Iron & Steel,WELCORP,Midcap,1439.300049,-3.970000029,1583966848
IIFW,360 One Wam Ltd,/stocks/iifl-wealth-management-IIFW,Investment Banking & Brokerage,360ONE,Midcap,1109.5,3.690000057,1456828800
BMBK,Bank of Maharashtra Ltd,/stocks/bank-of-maharashtra-BMBK,Public Banks,MAHABANK,Midcap,88.52999878,-2.75999999,1442799104
SRFL,SRF Ltd,/stocks/srf-SRFL,Diversified Chemicals,SRF,Midcap,2794.5,-0.180000007,1427303808
NARY,Narayana Hrudayalaya Ltd,/stocks/narayana-hrudayalaya-NARY,Hospitals & Diagnostic Centres,NH,Midcap,2002.800049,0.839999974,1415196288
ICIR,ICICI Prudential Life Insurance Company Ltd,/stocks/icici-prudential-life-insurance-company-ICIR,Insurance,ICICIPRULI,Midcap,485.25,-2.160000086,1403462144
GLEN,Glenmark Pharmaceuticals Ltd,/stocks/glenmark-pharmaceuticals-GLEN,Pharmaceuticals,GLENMARK,Midcap,2211,0.680000007,1402041472
VMM,Vishal Mega Mart Ltd,/stocks/vishal-mega-mart-VMM,FMCG - Foods,VMM,Midcap,120.5699997,-0.720000029,1338401792
GLAN,Gland Pharma Ltd,/stocks/gland-pharma-GLAN,Pharmaceuticals,GLAND,Midcap,2462.300049,0.660000026,1299898752
THMX,Thermax Limited,/stocks/thermax-THMX,Industrial Machinery,THERMAX,Midcap,4607.5,-6.289999962,1281028608
NHPC,NHPC Ltd,/stocks/nhpc-NHPC,Renewable Energy,NHPC,Midcap,80.52999878,-0.07,1267098496
KEIN,KEI Industries Ltd,/stocks/kei-industries-KEIN,Cables,KEI,Midcap,5270.5,-0.109999999,1201268224
NMDC,NMDC Ltd,/stocks/nmdc-NMDC,Mining - Iron Ore,NMDC,Midcap,85.40000153,-0.200000003,1195020544
BOI,Bank of India Ltd,/stocks/bank-of-india-BOI,Public Banks,BANKINDIA,Midcap,144.0500031,-0.629999995,1170005888
BFRG,Bharat Forge Ltd,/stocks/bharat-forge-BFRG,Iron & Steel,BHARATFORG,Midcap,2136.699951,-0.569999993,1155559424
PAGE,Page Industries Ltd,/stocks/page-industries-PAGE,Apparel & Accessories,PAGEIND,Midcap,42800,-0.200000003,1122769408
FOHE,Fortis Healthcare Ltd,/stocks/fortis-healthcare-FOHE,Hospitals & Diagnostic Centres,FORTIS,Midcap,974.5999756,-0.039999999,1111341568
LRTI,LTM Ltd,/stocks/larsen-and-toubro-infotech-LRTI,IT Services & Consulting,LTM,Midcap,3757.800049,2.089999914,1072038272
VOLT,Voltas Ltd,/stocks/voltas-VOLT,Home Electronics & Appliances,VOLTAS,Midcap,1280.199951,-0.810000002,1049115584
HPCL,Hindustan Petroleum Corp Ltd,/stocks/hindustan-petroleum-corp-HPCL,Oil & Gas - Refining & Marketing,HINDPETRO,Midcap,399.25,-0.079999998,1019832640
IPCA,IPCA Laboratories Ltd,/stocks/ipca-laboratories-IPCA,Pharmaceuticals,IPCALAB,Midcap,1778.900024,3.460000038,1008160384
JNSP,Jindal Steel Ltd,/stocks/jindal-steel-and-power-JNSP,Iron & Steel,JINDALSTEL,Midcap,1054,0.980000019,991059136
MANKI,Mankind Pharma Ltd,/stocks/mankind-pharma-MANKI,Pharmaceuticals,MANKIND,Midcap,2528.600098,1.679999948,984468352
UNSP,United Spirits Ltd,/stocks/united-spirits-UNSP,Alcoholic Beverages,UNITDSPR,Midcap,1393.300049,1.450000048,978224000
PIIL,PI Industries Ltd,/stocks/pi-industries-PIIL,Diversified Chemicals,PIIND,Midcap,2646.100098,1.440000057,943797440
ADAG,Adani Total Gas Ltd,/stocks/adani-gas-ADAG,Gas Distribution,ATGL,Midcap,721.75,-1.600000024,918358592
DABU,Dabur India Ltd,/stocks/dabur-india-DABU,FMCG - Personal Products,DABUR,Midcap,444.3500061,-0.589999974,916980864
PREMI,Premier Energies Ltd,/stocks/premier-energies-PREMI,Renewable Energy,PREMIERENE,Midcap,1046.800049,-0.310000002,901412736
BHARI,Bharti Hexacom Ltd,/stocks/bharti-hexacom-BHARI,Telecom Services,BHARTIHEXA,Midcap,1454.099976,0.939999998,898771776
TATA,Tata Communications Ltd,/stocks/tata-communications-TATA,Telecom Services,TATACOMM,Midcap,1906.699951,-1.620000005,869989056
LLO,Lloyds Metals and Energy Ltd,/stocks/lloyds-metals-and-energy-LLO,Mining - Iron Ore,LLOYDSME,Midcap,1777,-1.929999948,855953408
MOFS,Motilal Oswal Financial Services Ltd,/stocks/motilal-oswal-financial-services-MOFS,Diversified Financials,MOTILALOFS,Midcap,968.3499756,1.200000048,849642112
SONAC,Sona BLW Precision Forgings Ltd,/stocks/sona-blw-precision-forgings-SONAC,Auto Parts,SONACOMS,Midcap,660.0999756,-0.330000013,818297728
RADC,Radico Khaitan Ltd,/stocks/radico-khaitan-RADC,Alcoholic Beverages,RADICO,Midcap,3892.300049,-2.019999981,800728192
LGE,LG Electronics India Ltd,/stocks/lg-electronics-india-LGE,Home Electronics & Appliances,LGEINDIA,Midcap,1547.5,-1.299999952,799041088
JSW,JSW Infrastructure Ltd,/stocks/jsw-infrastructure-JSW,Ports,JSWINFRA,Midcap,326.0499878,-0.439999998,785204032
MAGM,Poonawalla Fincorp Ltd,/stocks/magma-fincorp-MAGM,Consumer Finance,POONAWALLA,Midcap,460.9500122,0.889999986,782313344
ICIL,ICICI Lombard General Insurance Company Ltd,/stocks/icici-lombard-general-insurance-company-ICIL,Insurance,ICICIGI,Midcap,1772.800049,0.670000017,723111872
ASPT,Astral Ltd,/stocks/astral-poly-technik-ASPT,Building Products - Pipes,ASTRAL,Midcap,1385,1.600000024,693099392
MNDA,UNO Minda Ltd,/stocks/minda-industries-MNDA,Auto Parts,UNOMINDA,Midcap,1126.099976,0.449999988,669602304
MAXI,Max Financial Services Ltd,/stocks/max-financial-services-MAXI,Insurance,MFSL,Midcap,1596.599976,-1.340000033,634908480
TOPO,Torrent Power Ltd,/stocks/torrent-power-TOPO,Power Transmission & Distribution,TORNTPOWER,Midcap,1366.5,-1.99000001,606939136
RAIV,Rail Vikas Nigam Ltd,/stocks/rail-vikas-nigam-RAIV,Specialized Finance,RVNL,Midcap,235.7700043,-0.460000008,583139392
SHCM,Shree Cement Ltd,/stocks/shree-cement-SHCM,Cement,SHREECEM,Midcap,26765,2.079999924,574413760
NLCI,NLC India Ltd,/stocks/nlc-india-NLCI,Metals - Diversified,NLCINDIA,Midcap,313.5,-0.479999989,562573504
HVEL,Havells India Ltd,/stocks/havells-india-HVEL,Electrical Components & Equipments,HAVELLS,Midcap,1181.099976,-0.469999999,560172352
CORF,Coromandel International Ltd,/stocks/coromandel-international-CORF,Fertilizers & Agro Chemicals,COROMANDEL,Midcap,2034.300049,1.399999976,545883392
ABOT,Abbott India Ltd,/stocks/abbott-india-ABOT,Pharmaceuticals,ABBOTINDIA,Midcap,25895,0.660000026,544029376
RCSY,Patanjali Foods Ltd,/stocks/ruchi-soya-industries-RCSY,Packaged Foods & Meats,PATANJALI,Midcap,413.9500122,0.119999997,543315968
JKCE,J K Cement Ltd,/stocks/j-k-cement-JKCE,Cement,JKCEMENT,Midcap,5495.5,-0.649999976,518680800
GUJL,Gujarat Fluorochemicals Ltd,/stocks/gujarat-fluorochemicals-GUJL,Specialty Chemicals,FLUOROCHEM,Midcap,3965.5,-0.180000007,512674656
PLNG,Petronet LNG Ltd,/stocks/petronet-lng-PLNG,Oil & Gas - Storage & Transportation,PETRONET,Midcap,275.9500122,0.270000011,492571456
AIAE,AIA Engineering Ltd,/stocks/aia-engineering-AIAE,Industrial Machinery,AIAENG,Midcap,4754.5,-0.949999988,490654752
IDBI,IDBI Bank Ltd,/stocks/idbi-bank-IDBI,Private Banks,IDBI,Midcap,83.83999634,-0.680000007,482802464
CPP,Aditya Infotech Ltd,/stocks/aditya-infotech-CPP,Electronic Equipments,CPPLUS,Midcap,3588.399902,3.109999895,481472160
TMIN,3M India Ltd,/stocks/3m-india-TMIN,Stationery,3MINDIA,Midcap,35235,3.75,472729952
NIPF,Nippon Life India Asset Management Ltd,/stocks/nippon-life-india-asset-management-NIPF,Asset Management,NAM-INDIA,Midcap,1218.199951,0.409999996,462554752
PWL,Physicswallah Ltd,/stocks/physicswallah-PWL,Education Services,PWL,Midcap,130.1600037,-2.380000114,451097280
KPRM,KPR Mill Ltd,/stocks/kpr-mill-KPRM,Textiles,KPRMILL,Midcap,1184.5,0.310000002,417776064
SUPI,Supreme Industries Ltd,/stocks/supreme-industries-SUPI,Plastic Products,SUPREMEIND,Midcap,3228.699951,-1.429999948,381782720
HDB,HDB Financial Services Ltd,/stocks/hdb-financial-services-HDB,Consumer Finance,HDBFS,Midcap,747.0499878,0.930000007,353412864
ITCH,ITC Hotels Ltd,/stocks/itc-hotels-ITCH,"Hotels, Resorts & Cruise Lines",ITCHOTELS,Midcap,178.6199951,0.930000007,337793632
JIST,Jindal Stainless Ltd,/stocks/jindal-stainless-JIST,Iron & Steel,JSL,Midcap,698.1500244,0.970000029,334503488
INIR,Indian Railway Catering and Tourism Corporation Ltd,/stocks/indian-railway-catering-and-tourism-corporation-INIR,Online Services,IRCTC,Midcap,509.9500122,0.74000001,304116416
AJPH,Ajanta Pharma Ltd,/stocks/ajanta-pharma-AJPH,Pharmaceuticals,AJANTPHARM,Midcap,3326.300049,-0.569999993,281304992
COLG,Colgate-Palmolive (India) Ltd,/stocks/colgate-palmolive-india-COLG,FMCG - Personal Products,COLPAL,Midcap,2047,-0.699999988,280610944
ATRD,Aster DM Healthcare Ltd,/stocks/aster-dm-healthcare-ATRD,Hospitals & Diagnostic Centres,ASTERDM,Midcap,793.2000122,0.280000001,277453376
SBIC,SBI Cards and Payment Services Ltd,/stocks/sbi-cards-and-payment-services-SBIC,Payment Infrastructure,SBICARD,Midcap,603.7999878,-0.119999997,262018304
BRGR,Berger Paints India Ltd,/stocks/berger-paints-india-BRGR,Paints,BERGEPAINT,Midcap,519.4500122,-0.25,256229536
JBCH,J B Chemicals and Pharmaceuticals Ltd,/stocks/j-b-chemicals-and-pharmaceuticals-JBCH,Pharmaceuticals,JBCHEPHARM,Midcap,2364.600098,1.870000005,255288896
ANTH,Anthem Biosciences Ltd,/stocks/anthem-biosciences-ANTH,Biotechnology,ANTHEM,Midcap,770.9000244,-0.189999998,250404352
NTP,Ntpc Green Energy Ltd,/stocks/ntpc-green-energy-NTP,Renewable Energy,NTPCGREEN,Midcap,95.44000244,-1.070000052,233780208
SCHE,Schaeffler India Ltd,/stocks/schaeffler-india-SCHE,Auto Parts,SCHAEFFLER,Midcap,4162.100098,1.340000033,202306240
EMBA,Embassy Office Parks REIT,/stocks/embassy-office-parks-reit-EMBA,Real Estate,EMBASSY,Midcap,446.8699951,-0.140000001,184035440
FCTL,Fertilisers And Chemicals Travancore Ltd,/stocks/fertilisers-and-chemicals-travancore-FCTL,Fertilizers & Agro Chemicals,FACT,Midcap,883.2999878,0.699999988,182046432
SNFN,Sundaram Finance Ltd,/stocks/sundaram-finance-SNFN,Consumer Finance,SUNDARMFIN,Midcap,4575.399902,-0.300000012,150534160
BLKI,Balkrishna Industries Ltd,/stocks/balkrishna-industries-BLKI,Tires & Rubber,BALKRISIND,Midcap,2220.399902,-0.439999998,146861424
GLAX,GlaxoSmithKline Pharmaceuticals Ltd,/stocks/glaxosmithkline-pharmaceuticals-GLAX,Pharmaceuticals,GLAXO,Midcap,2395.5,-0.839999974,137146048
GODI,Godrej Industries Ltd,/stocks/godrej-industries-GODI,Diversified Chemicals,GODREJIND,Midcap,1209.800049,-0.170000002,135517728
ENDU,Endurance Technologies Ltd,/stocks/endurance-technologies-cn-ENDU,Auto Parts,ENDURANCE,Midcap,2640.800049,-0.829999983,132935376
KRT,Knowledge Realty Trust,/stocks/knowledge-realty-trust-KRT,Real Estate,KRT,Midcap,114.9599991,-0.419999987,129069032
GENA,General Insurance Corporation of India,/stocks/general-insurance-corporation-of-india-GENA,Insurance,GICRE,Midcap,360.9500122,0.360000014,128644976
TOW,Altius Telecom Infrastructure Trust,/stocks/tower-infrastructure-trust-TOW,Telecom Infrastructure,ALTIUSINVIT,Midcap,169.5,,118657000
IOBK,Indian Overseas Bank,/stocks/indian-overseas-bank-IOBK,Public Banks,IOB,Midcap,34.36999893,-0.25999999,93845184
LIND,Linde India Ltd,/stocks/linde-india-LIND,Commodity Chemicals,LINDEINDIA,Midcap,7178.5,-0.170000002,78579584
AII,Authum Investment & Infrastructure Ltd,/stocks/authum-investment-and-infrastructure-AII,Specialized Finance,AIIL,Midcap,524.75,0.330000013,76752464
ZENT,Zensar Technologies Ltd,/stocks/zensar-technologies-ZENT,IT Services & Consulting,ZENSARTECH,Smallcap,516.0999756,10.43000031,30824062976
APLL,Apollo Micro Systems Ltd,/stocks/apollo-micro-systems-APLL,Electronic Equipments,APOLLO,Smallcap,450.0499878,2.390000105,16133103616
SUMH,Sumitomo Chemical India Ltd,/stocks/sumitomo-chemical-india-SUMH,Commodity Chemicals,SUMICHEM,Smallcap,502.2999878,13.85000038,14372459520
VOG,Vedanta Oil and Gas Ltd,/stocks/vedanta-oil-and-gas-VOG,Oil & Gas - Exploration & Production,VOGL,Smallcap,42.79000092,-4.039999962,12076150784
VISL,Vedanta Iron And Steel Limited,/stocks/vedanta-iron-and-steel-VISL,Iron & Steel,VISL,Smallcap,40.52000046,-4.989999771,12038877184
PCJE,PC Jeweller Ltd,/stocks/pc-jeweller-PCJE,"Precious Metals, Jewellery & Watches",PCJEWELLER,Smallcap,10.30000019,4.570000172,10340807680
KAYN,Kaynes Technology India Ltd,/stocks/kaynes-technology-india-KAYN,Electrical Components & Equipments,KAYNES,Smallcap,3333.800049,5.550000191,8551383552
IKI,IKIO Technologies Ltd,/stocks/ikio-lighting-IKI,Electrical Components & Equipments,IKIO,Smallcap,202.8200073,19.13999939,8339277312
VEDP,Vedanta Power Ltd,/stocks/vedanta-power-VEDP,Power Generation,VEDPOWER,Smallcap,45.70999908,-6.019999981,7399351296
PPL,Piramal Pharma Ltd (Mumbai),/stocks/piramal-pharma-PPL,Pharmaceuticals,PPLPHARMA,Smallcap,175.9499969,4.550000191,5886977536
CUCO,Cupid Ltd,/stocks/cupid-CUCO,FMCG - Personal Products,CUPID,Smallcap,198.8399963,3.529999971,5604178944
HIMD,Himadri Speciality Chemical Ltd,/stocks/himadri-speciality-chemical-HIMD,Commodity Chemicals,HSCL,Smallcap,680.6500244,2.720000029,4768697344
OLAE,Ola Electric Mobility Ltd,/stocks/ola-electric-mobility-OLAE,Two Wheelers,OLAELEC,Smallcap,44.47999954,-2.25999999,4315817472
HFCL,HFCL Ltd,/stocks/hfcl-HFCL,Telecom Equipments,HFCL,Smallcap,214.4799957,4.829999924,4142936320
NUVA,Nuvama Wealth Management Ltd,/stocks/nuvama-wealth-management-NUVA,Diversified Financials,NUVAMA,Smallcap,1887.5,3.75999999,3713143552
FORC,Force Motors Ltd,/stocks/force-motors-FORC,Four Wheelers,FORCEMOT,Smallcap,18804,-2.910000086,3468636928
SUVP,Suven Life Sciences Ltd,/stocks/suven-life-sciences-SUVP,Pharmaceuticals,SUVEN,Smallcap,327.6000061,9.949999809,3468126464
EIE,Enviro Infra Engineers Ltd,/stocks/enviro-infra-engineers-EIE,Water Management,EIEL,Smallcap,235.4600067,3.079999924,3465297920
RAYMO,Raymond Realty Ltd,/stocks/raymond-realty-RAYMO,Real Estate,RAYMONDREL,Smallcap,676,6.849999905,3372518144
MOS,Moschip Technologies Ltd,/stocks/moschip-technologies-MOS,Software Services,MOSCHIP,Smallcap,223.5500031,7.210000038,3244588800
CCRI,Container Corporation of India Ltd,/stocks/container-corporation-of-india-CCRI,Logistics,CONCOR,Smallcap,488.2000122,2.25,3239825920
NETWE,Netweb Technologies India Ltd,/stocks/netweb-technologies-india-NETWE,IT Services & Consulting,NETWEB,Smallcap,4427.399902,-0.170000002,3217027328
AWL,AWL Agri Business Ltd,/stocks/adani-wilmar-AWL,FMCG - Foods,AWL,Smallcap,191.1100006,3.890000105,2943809024
ANGE,Angel One Ltd,/stocks/angel-broking-ANGE,Investment Banking & Brokerage,ANGELONE,Smallcap,352.25,1.75999999,2931998976
TDPS,TD Power Systems Ltd,/stocks/td-power-systems-TDPS,Heavy Electrical Equipments,TDPOWERSYS,Smallcap,1091.800049,-8.329999924,2795958784
DATAP,Data Patterns (India) Ltd,/stocks/data-patterns-india-DATAP,Aerospace & Defense Equipments,DATAPATTNS,Smallcap,4507,-3.210000038,2763323392
SAKS,Saksoft Ltd,/stocks/saksoft-SAKS,IT Services & Consulting,SAKSOFT,Smallcap,178.9799957,-0.49000001,2727774208
RMCS,Ramco Systems Ltd,/stocks/ramco-systems-RMCS,IT Services & Consulting,RAMCOSYS,Smallcap,799.5999756,0.400000006,2727093248
BELR,Belrise Industries Ltd,/stocks/belrise-industries-BELR,Auto Parts,BELRISE,Smallcap,230.7400055,-3.130000114,2637880576
CMP,Central Mine Planning & Design Institute Ltd,/stocks/central-mine-planning-and-design-institute-CMP,Mining - Diversified,CMPDI,Smallcap,277.5,3.720000029,2582003712
PARAD,Paradeep Phosphates Ltd,/stocks/paradeep-phosphates-PARAD,Fertilizers & Agro Chemicals,PARADEEP,Smallcap,146.5899963,4.460000038,2579081984
PARAS,Paras Defence and Space Technologies Ltd,/stocks/paras-defence-and-space-technologies-PARAS,Aerospace & Defense Equipments,PARAS,Smallcap,1294,-3.710000038,2576685056
SOLAW,Solarworld Energy Solutions Ltd,/stocks/solarworld-energy-solutions-SOLAW,Renewable Energy,SOLARWORLD,Smallcap,209.5099945,13.02000046,2563471104
BLSE,BLS E-Services Ltd,/stocks/bls-e-services-BLSE,IT Services & Consulting,BLSE,Smallcap,265.1099854,4.929999828,2492780032
AEQ,Aequs Ltd,/stocks/aequs-AEQ,Aerospace & Defense Equipments,AEQUS,Smallcap,236.5399933,2.650000095,2486320384
VATE,Va Tech Wabag Ltd,/stocks/va-tech-wabag-VATE,Water Management,WABAG,Smallcap,2080.899902,-4.989999771,2348280064
STTE,Sterlite Technologies Ltd,/stocks/sterlite-technologies-STTE,Telecom Equipments,STLTECH,Smallcap,576.7999878,2.519999981,2345865216
KPIE,KPIT Technologies Ltd,/stocks/kpit-technologies-KPIE,IT Services & Consulting,KPITTECH,Smallcap,558.6500244,-0.029999999,2331973632
